"govguareatsleep" "govtakecarewhocant" "govhelpneedy" "improveblackpos" "equalOPP" "poortoodep" "richgetricher" "govwasteful" "age" "agesq.01" "black" "bornagain" "blackbornagain" "rel.catholic" "rel.nonchr" "ed.cat1" "ed.cat3" "ed.cat4" "ed.cat5" "income.1" "income.3" "income.4" "income.dk" "parent" "hispanic" "female" "unborn" "womentradrole" "peacethrustrength" "searchterrorists" "bandangerousbooks" "firegayteachers" "xratedOK" "bush" "gore" "novote" "other"
"555" 2 1 2 3 3 2 2 4 33.1836651767574 11.0115563456314 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 2 2 3 1 3 1 TRUE FALSE FALSE FALSE
"556" 3 2 2 2 2 2 3 3 -21.8163348232426 4.75952465119827 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 4 3 4 4 4 3 FALSE TRUE FALSE FALSE
"557" 2 2 2 2 4 2 3 2 13.1836651767574 1.73809027492846 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 3 3 3 3 2 4 2 FALSE FALSE FALSE TRUE
"558" 1 2 2 1 3 1 4 3 -7.81633482324258 0.610950900690347 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 3 3 4 4 4 2 TRUE FALSE FALSE FALSE
"559" 1 2 1 1 3 1 3 3 16.1836651767574 2.61911018553391 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 4 3 4 4 2 1 TRUE FALSE FALSE FALSE
"560" 2 3 2 2 2 2 3 3 14.1836651767574 2.01176357846361 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 3 3 3 3 3 1 TRUE FALSE FALSE FALSE
"561" 3 3 3 3 3 3 2 3 7.18366517675742 0.516050453717572 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 4 4 3 4 4 4 3 FALSE TRUE FALSE FALSE
"562" 2 2 2 2 3 1 3 2 2.18366517675742 0.047683936041830 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 3 3 3 3 3 1 TRUE FALSE FALSE FALSE
"563" 4 4 2 1 4 3 4 3 -25.8163348232426 6.66483143705768 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 3 4 2 4 4 3 TRUE FALSE FALSE FALSE
"564" 1 1 1 1 3 2 4 2 21.1836651767574 4.48747670320965 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 1 1 1 4 1 2 TRUE FALSE FALSE FALSE
"565" 1 1 1 1 2 1 2 1 22.1836651767574 4.9211500067448 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 2 2 4 3 1 2 TRUE FALSE FALSE FALSE
"566" 4 4 4 2 4 1 4 2 5.18366517675742 0.268703846647275 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 3 2 1 4 3 4 FALSE TRUE FALSE FALSE
"567" 4 4 2 1 4 1 4 1 9.18366517675742 0.843397060787868 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 4 3 1 1 3 1 TRUE FALSE FALSE FALSE
"568" 3 3 3 2 3 2 2 3 18.1836651767574 3.3064567926042 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 3 2 1 3 3 2 TRUE FALSE FALSE FALSE
"569" 2 3 2 2 4 2 4 3 19.1836651767574 3.68013009613935 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 4 3 4 1 3 1 TRUE FALSE FALSE FALSE
"570" 1 2 1 1 2 1 3 3 19.1836651767574 3.68013009613935 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 2 1 2 1 1 TRUE FALSE FALSE FALSE
"571" 3 2 2 3 4 3 3 3 18.1836651767574 3.3064567926042 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 2 4 2 4 4 4 2 FALSE TRUE FALSE FALSE
"572" 2 3 2 2 3 3 2 2 35.1836651767574 12.3789029527017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 1 3 2 3 2 TRUE FALSE FALSE FALSE
"573" 4 3 4 3 4 3 3 3 -2.81633482324258 0.0793174183660884 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 3 4 3 4 4 4 3 FALSE TRUE FALSE FALSE
"574" 2 3 2 2 3 2 3 2 17.1836651767574 2.95278348906905 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 3 3 2 3 2 FALSE TRUE FALSE FALSE
"575" 3 3 3 2 4 3 3 3 8.18366517675742 0.66972375725272 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 3 2 2 2 3 2 TRUE FALSE FALSE FALSE
"576" 3 3 2 2 4 1 4 1 3.18366517675742 0.101357239576978 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 4 2 2 1 3 4 FALSE TRUE FALSE FALSE
"577" 2 3 2 2 3 3 4 2 24.1836651767574 5.84849661381509 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 4 2 2 4 3 4 2 FALSE TRUE FALSE FALSE
"578" 3 3 1 1 3 2 3 1 2.18366517675742 0.047683936041830 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 3 3 1 2 3 1 FALSE FALSE TRUE FALSE
"579" 4 3 3 2 4 2 4 3 13.1836651767574 1.73809027492846 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 2 4 2 1 4 3 1 FALSE FALSE TRUE FALSE
"580" 3 3 1 2 4 3 4 1 10.1836651767574 1.03707036432302 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 2 3 4 4 3 3 2 FALSE FALSE FALSE TRUE
"581" 4 1 1 1 4 2 2 4 8.18366517675742 0.66972375725272 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 4 1 4 4 1 1 TRUE FALSE FALSE FALSE
"582" 4 3 2 4 4 3 4 2 -5.81633482324258 0.338297507760643 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 3 3 3 3 3 2 FALSE FALSE TRUE FALSE
"583" 3 2 2 3 4 2 3 2 -18.8163348232426 3.54054456180372 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 4 3 4 4 4 1 TRUE FALSE FALSE FALSE
"584" 3 1 1 2 3 1 3 3 -3.81633482324258 0.14564411483094 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 4 4 3 1 4 4 1 FALSE TRUE FALSE FALSE
"585" 4 3 3 3 4 1 3 4 -12.8163348232426 1.64258438301461 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 4 2 2 2 3 3 FALSE FALSE TRUE FALSE
"586" 1 3 2 4 4 2 3 3 28.1836651767574 7.94318982795569 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 4 3 3 4 4 2 TRUE FALSE FALSE FALSE
"587" 3 2 2 2 4 3 3 3 -10.8163348232426 1.16993099008490 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 3 2 2 3 3 2 TRUE FALSE FALSE FALSE
"588" 2 3 2 2 3 2 2 3 38.1836651767574 14.5799228633072 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 3 3 3 3 1 1 TRUE FALSE FALSE FALSE
"589" 4 2 3 3 4 2 4 1 24.1836651767574 5.84849661381509 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 2 2 2 3 3 2 FALSE FALSE FALSE TRUE
"590" 3 3 2 1 3 3 3 2 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 4 4 3 3 4 3 FALSE TRUE FALSE FALSE
"591" 4 3 4 4 4 3 3 2 8.18366517675742 0.66972375725272 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 4 4 3 3 4 4 2 FALSE TRUE FALSE FALSE
"592" 2 2 2 1 3 1 2 1 -6.81633482324258 0.464624204225495 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 2 2 1 2 1 1 1 TRUE FALSE FALSE FALSE
"593" 4 3 4 2 4 2 2 3 9.18366517675742 0.843397060787868 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 3 4 3 3 4 4 1 FALSE TRUE FALSE FALSE
"594" 3 2 2 2 4 1 2 2 -11.8163348232426 1.39625768654975 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 4 4 4 4 4 4 2 FALSE TRUE FALSE FALSE
"595" 1 1 1 2 1 2 2 3 -16.8163348232426 2.82789116887401 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 1 1 3 4 1 FALSE FALSE TRUE FALSE
"596" 4 1 3 4 3 4 4 2 22.1836651767574 4.9211500067448 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 4 4 4 4 1 FALSE TRUE FALSE FALSE
"597" 4 4 4 1 4 2 4 2 8.18366517675742 0.66972375725272 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 4 4 1 4 4 4 1 FALSE TRUE FALSE FALSE
"598" 3 3 3 3 4 3 3 3 5.18366517675742 0.268703846647275 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 4 4 2 4 4 4 3 FALSE TRUE FALSE FALSE
"599" 2 3 3 2 4 2 2 2 12.1836651767574 1.48441697139331 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 3 2 3 3 3 2 TRUE FALSE FALSE FALSE
"600" 2 2 2 2 3 2 4 2 28.1836651767574 7.94318982795569 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 4 4 2 4 3 3 3 TRUE FALSE FALSE FALSE
"601" 2 2 2 2 4 2 3 3 25.1836651767574 6.34216991735024 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 3 2 2 1 4 4 FALSE FALSE TRUE FALSE
"602" 4 2 4 2 4 3 2 3 0.183665176757415 0.000337328971533326 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 2 3 4 2 3 4 3 FALSE FALSE TRUE FALSE
"603" 1 2 2 1 2 1 2 1 19.1836651767574 3.68013009613935 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 2 4 3 3 1 TRUE FALSE FALSE FALSE
"604" 1 1 1 2 4 1 1 2 -5.81633482324258 0.338297507760643 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 1 2 3 2 2 3 3 1 TRUE FALSE FALSE FALSE
"605" 3 4 2 2 4 3 2 3 23.1836651767574 5.37482331027994 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 2 1 2 1 1 3 1 FALSE TRUE FALSE FALSE
"606" 4 1 4 1 4 4 4 2 -25.8163348232426 6.66483143705768 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 3 4 3 4 3 4 4 FALSE FALSE TRUE FALSE
"607" 3 2 3 2 4 2 3 4 -23.8163348232426 5.67217804412797 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 2 4 2 3 2 3 3 FALSE TRUE FALSE FALSE
"608" 2 2 2 2 3 3 2 2 0.183665176757415 0.000337328971533326 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 4 3 3 2 3 1 FALSE FALSE TRUE FALSE
"609" 2 2 2 2 3 3 2 3 -1.81633482324258 0.0329907219012367 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 2 4 3 3 4 4 3 FALSE FALSE FALSE TRUE
"610" 3 1 4 1 4 1 4 2 -4.81633482324258 0.231970811295792 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 4 4 4 4 4 1 FALSE TRUE FALSE FALSE
"611" 3 3 3 3 3 2 3 3 -14.8163348232426 2.19523777594431 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 3 4 4 3 4 4 2 FALSE FALSE TRUE FALSE
"612" 2 2 2 2 4 2 2 3 -25.8163348232426 6.66483143705768 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 4 3 4 3 3 4 FALSE FALSE TRUE FALSE
"613" 4 4 4 3 4 4 4 1 1.18366517675742 0.0140106325066816 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 1 4 3 4 4 4 4 FALSE TRUE FALSE FALSE
"614" 1 2 2 1 2 1 2 2 -1.81633482324258 0.0329907219012367 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 3 1 4 2 3 1 TRUE FALSE FALSE FALSE
"615" 3 3 3 3 4 3 3 3 12.1836651767574 1.48441697139331 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 3 3 2 3 3 2 FALSE TRUE FALSE FALSE
"616" 3 2 2 1 4 1 4 2 31.1836651767574 9.72420973856113 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 4 1 3 2 1 4 TRUE FALSE FALSE FALSE
"617" 2 2 2 2 3 2 2 2 2.18366517675742 0.047683936041830 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 2 2 4 1 3 1 FALSE TRUE FALSE FALSE
"618" 4 4 3 3 3 3 3 3 37.1836651767574 13.8262495597720 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 3 2 3 3 3 2 TRUE FALSE FALSE FALSE
"619" 3 3 3 2 3 2 2 2 32.1836651767574 10.3578830420963 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 3 3 3 2 2 3 2 TRUE FALSE FALSE FALSE
"620" 2 2 2 2 1 3 2 3 -2.81633482324258 0.0793174183660884 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 4 3 2 3 3 3 2 FALSE FALSE FALSE TRUE
"621" 3 2 2 2 3 2 2 1 -0.816334823242585 0.00666402543638502 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 3 3 3 1 3 2 TRUE FALSE FALSE FALSE
"622" 4 4 4 4 4 1 1 3 18.1836651767574 3.3064567926042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 1 1 1 4 1 TRUE FALSE FALSE FALSE
"623" 4 4 4 3 4 1 3 1 -27.8163348232426 7.73748482998738 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 4 4 4 4 4 1 FALSE TRUE FALSE FALSE
"624" 2 1 3 2 3 3 2 3 -14.8163348232426 2.19523777594431 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 3 4 2 2 3 2 3 FALSE FALSE TRUE FALSE
"625" 3 3 2 2 4 2 3 2 2.18366517675742 0.047683936041830 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 4 4 2 3 4 1 FALSE FALSE TRUE FALSE
"626" 3 3 3 2 3 2 3 3 -18.8163348232426 3.54054456180372 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 2 2 2 2 1 1 TRUE FALSE FALSE FALSE
"627" 1 2 1 1 2 1 1 1 -0.816334823242585 0.00666402543638502 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 3 4 2 3 4 4 3 TRUE FALSE FALSE FALSE
"628" 4 4 4 4 4 1 4 1 12.1836651767574 1.48441697139331 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 2 4 1 1 4 FALSE FALSE TRUE FALSE
"629" 3 3 2 2 3 2 3 2 3.18366517675742 0.101357239576978 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 4 2 4 3 2 1 TRUE FALSE FALSE FALSE
"630" 3 1 3 4 4 2 2 1 -13.8163348232426 1.90891107947946 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 3 3 2 2 4 2 TRUE FALSE FALSE FALSE
"631" 2 3 2 2 3 2 2 3 6.18366517675742 0.382377150182423 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 3 4 1 4 4 3 3 TRUE FALSE FALSE FALSE
"632" 1 2 1 1 3 1 4 1 -4.81633482324258 0.231970811295792 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 3 2 4 3 1 3 TRUE FALSE FALSE FALSE
"633" 2 3 1 2 3 1 3 2 34.1836651767574 11.6852296491666 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 3 4 1 1 1 TRUE FALSE FALSE FALSE
"634" 3 3 2 2 3 2 3 3 5.18366517675742 0.268703846647275 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 2 3 2 4 3 2 2 TRUE FALSE FALSE FALSE
"635" 4 4 4 2 3 1 4 2 37.1836651767574 13.8262495597720 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 4 1 1 4 TRUE FALSE FALSE FALSE
"636" 3 3 2 2 3 2 2 2 15.1836651767574 2.30543688199876 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 3 2 3 FALSE FALSE TRUE FALSE
"637" 4 4 3 2 3 3 4 3 21.1836651767574 4.48747670320965 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 4 4 2 1 3 1 TRUE FALSE FALSE FALSE
"638" 4 3 4 2 3 3 2 2 -7.81633482324258 0.610950900690347 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 3 3 1 1 TRUE FALSE FALSE FALSE
"639" 4 3 3 2 3 3 2 3 24.1836651767574 5.84849661381509 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 3 4 3 4 4 3 2 FALSE TRUE FALSE FALSE
"640" 2 2 2 1 2 1 4 1 3.18366517675742 0.101357239576978 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 2 3 2 2 3 3 FALSE FALSE TRUE FALSE
"641" 2 2 2 2 2 3 3 2 6.18366517675742 0.382377150182423 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 3 2 3 3 3 1 FALSE FALSE TRUE FALSE
"642" 2 2 2 1 3 1 3 3 -13.8163348232426 1.90891107947946 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 4 4 2 2 4 4 2 TRUE FALSE FALSE FALSE
"643" 3 3 3 3 4 2 3 2 -6.81633482324258 0.464624204225495 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 3 2 1 1 3 1 TRUE FALSE FALSE FALSE
"644" 1 2 1 2 2 2 1 2 36.1836651767574 13.0925762562369 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 3 1 3 1 1 1 TRUE FALSE FALSE FALSE
"645" 1 1 2 2 2 1 2 3 -26.8163348232426 7.19115813352253 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 3 4 2 3 3 3 3 FALSE TRUE FALSE FALSE
"646" 1 2 2 1 3 1 2 1 3.18366517675742 0.101357239576978 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 2 2 3 3 3 2 2 TRUE FALSE FALSE FALSE
"647" 3 2 2 2 3 3 2 3 -11.8163348232426 1.39625768654975 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 2 4 3 2 3 3 2 FALSE FALSE TRUE FALSE
"648" 2 1 1 1 3 1 3 2 0.183665176757415 0.000337328971533326 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 2 4 4 1 3 FALSE FALSE TRUE FALSE
"649" 4 1 1 1 4 1 3 3 -22.8163348232426 5.20585134766312 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 4 1 3 3 4 4 FALSE FALSE TRUE FALSE
"650" 2 2 2 2 3 2 3 1 20.1836651767574 4.0738033996745 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 2 3 1 1 1 3 3 FALSE TRUE FALSE FALSE
"651" 2 3 2 1 4 2 2 2 7.18366517675742 0.516050453717572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 4 2 3 2 2 2 TRUE FALSE FALSE FALSE
"652" 1 2 1 1 3 2 3 2 -0.816334823242585 0.00666402543638502 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 3 2 3 3 3 3 TRUE FALSE FALSE FALSE
"653" 1 2 1 1 4 1 2 3 5.18366517675742 0.268703846647275 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 4 4 4 1 4 4 4 TRUE FALSE FALSE FALSE
"654" 3 3 2 1 3 2 2 2 -5.81633482324258 0.338297507760643 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 2 3 2 3 2 2 1 TRUE FALSE FALSE FALSE
"655" 1 4 2 1 3 3 4 2 41.1836651767574 16.9609427739126 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 2 1 1 1 FALSE FALSE TRUE FALSE
"656" 2 2 2 1 3 3 2 4 -25.8163348232426 6.66483143705768 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 4 3 1 3 2 1 FALSE FALSE TRUE FALSE
"657" 4 4 4 3 3 1 1 1 -27.8163348232426 7.73748482998738 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 3 4 4 1 4 FALSE FALSE TRUE FALSE
"658" 3 2 3 2 3 2 2 3 -9.81633482324258 0.96360429362005 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 2 2 2 2 2 3 3 FALSE TRUE FALSE FALSE
"659" 1 3 1 1 1 1 1 2 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 4 1 3 4 4 2 TRUE FALSE FALSE FALSE
"660" 3 2 2 2 3 2 3 2 33.1836651767574 11.0115563456314 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 2 2 2 2 2 1 TRUE FALSE FALSE FALSE
"661" 2 3 2 1 3 1 3 1 10.1836651767574 1.03707036432302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 1 1 4 3 2 FALSE TRUE FALSE FALSE
"662" 1 1 1 1 4 2 2 1 20.1836651767574 4.0738033996745 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 3 3 3 1 2 1 TRUE FALSE FALSE FALSE
"663" 2 3 2 2 3 1 1 2 8.18366517675742 0.66972375725272 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 3 2 2 1 3 3 TRUE FALSE FALSE FALSE
"664" 3 3 3 2 3 2 3 3 -14.8163348232426 2.19523777594431 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 1 3 4 2 3 3 4 3 FALSE TRUE FALSE FALSE
"665" 3 1 3 1 4 1 3 3 -5.81633482324258 0.338297507760643 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 3 4 2 2 4 4 2 TRUE FALSE FALSE FALSE
"666" 2 2 2 3 3 2 2 3 -4.81633482324258 0.231970811295792 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 3 3 3 2 2 3 2 TRUE FALSE FALSE FALSE
"667" 3 3 2 2 3 2 2 3 38.1836651767574 14.5799228633072 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 2 1 1 1 2 4 FALSE TRUE FALSE FALSE
"668" 2 2 2 1 2 1 3 3 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 3 4 2 3 3 3 2 FALSE FALSE TRUE FALSE
"669" 3 3 3 2 3 3 3 3 -22.8163348232426 5.20585134766312 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 4 4 4 3 4 4 3 FALSE TRUE FALSE FALSE
"670" 3 2 1 1 3 1 4 2 -2.81633482324258 0.0793174183660884 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 4 1 4 4 3 4 TRUE FALSE FALSE FALSE
"671" 1 3 1 1 3 1 2 2 0.183665176757415 0.000337328971533326 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 1 3 1 3 3 4 2 TRUE FALSE FALSE FALSE
"672" 4 2 3 2 4 2 4 1 24.1836651767574 5.84849661381509 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 1 1 1 1 1 1 FALSE FALSE TRUE FALSE
"673" 4 3 3 3 4 1 2 3 -24.8163348232426 6.15850474059283 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 3 4 2 3 4 4 3 FALSE TRUE FALSE FALSE
"674" 3 3 3 1 2 2 3 2 8.18366517675742 0.66972375725272 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 3 4 3 1 3 3 FALSE FALSE TRUE FALSE
"675" 3 2 2 2 3 2 3 3 -1.81633482324258 0.0329907219012367 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 3 3 3 2 3 3 TRUE FALSE FALSE FALSE
"676" 1 1 1 1 4 1 2 3 19.1836651767574 3.68013009613935 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 3 1 1 1 1 4 FALSE FALSE TRUE FALSE
"677" 2 2 1 2 2 1 4 3 24.1836651767574 5.84849661381509 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 1 2 1 1 FALSE TRUE FALSE FALSE
"678" 3 1 2 2 3 1 2 2 22.1836651767574 4.9211500067448 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 3 2 3 1 2 1 TRUE FALSE FALSE FALSE
"679" 3 2 1 1 3 2 3 2 -22.8163348232426 5.20585134766312 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 3 1 3 1 2 FALSE FALSE TRUE FALSE
"680" 3 4 3 1 3 2 3 1 6.18366517675742 0.382377150182423 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 3 1 2 2 2 2 TRUE FALSE FALSE FALSE
"681" 2 2 2 1 3 2 3 2 9.18366517675742 0.843397060787868 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 4 2 1 1 2 1 TRUE FALSE FALSE FALSE
"682" 1 1 1 1 4 1 4 3 -3.81633482324258 0.14564411483094 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 4 1 1 1 1 4 TRUE FALSE FALSE FALSE
"683" 4 4 4 2 4 4 4 4 4.18366517675742 0.175030543112127 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 4 4 1 1 1 4 1 FALSE FALSE TRUE FALSE
"684" 4 4 4 1 4 1 4 1 19.1836651767574 3.68013009613935 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1 1 1 1 1 1 4 FALSE FALSE TRUE FALSE
"685" 3 3 3 1 4 1 3 2 -27.8163348232426 7.73748482998738 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 4 3 4 4 4 2 FALSE FALSE TRUE FALSE
"686" 4 4 4 4 4 1 4 1 15.1836651767574 2.30543688199876 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 1 1 4 TRUE FALSE FALSE FALSE
"687" 3 2 2 1 4 2 2 3 -12.8163348232426 1.64258438301461 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 2 3 2 4 4 3 1 FALSE FALSE TRUE FALSE
"688" 4 4 4 1 4 3 4 2 -5.81633482324258 0.338297507760643 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 4 1 3 2 2 2 FALSE TRUE FALSE FALSE
"689" 1 4 1 1 4 1 4 2 0.183665176757415 0.000337328971533326 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 4 1 1 4 1 1 TRUE FALSE FALSE FALSE
"690" 3 3 3 3 3 3 4 2 -9.81633482324258 0.96360429362005 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 1 2 1 1 1 2 TRUE FALSE FALSE FALSE
"691" 4 4 4 3 3 3 3 2 27.1836651767574 7.38951652442054 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 3 2 2 3 3 2 FALSE FALSE TRUE FALSE
"692" 1 1 1 1 3 1 3 3 11.1836651767574 1.25074366785816 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 1 1 4 1 1 1 FALSE FALSE TRUE FALSE
