"govguareatsleep" "govtakecarewhocant" "govhelpneedy" "improveblackpos" "equalOPP" "poortoodep" "richgetricher" "govwasteful" "age" "agesq.01" "black" "bornagain" "blackbornagain" "rel.catholic" "rel.nonchr" "ed.cat1" "ed.cat3" "ed.cat4" "ed.cat5" "income.1" "income.3" "income.4" "income.dk" "parent" "hispanic" "female" "unborn" "womentradrole" "peacethrustrength" "searchterrorists" "bandangerousbooks" "firegayteachers" "xratedOK" "bush" "gore" "novote" "other"
"1420" 1 1 1 1 4 1 4 3 -11.8163348232426 1.39625768654975 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 4 4 1 1 4 4 TRUE FALSE FALSE FALSE
"1421" 1 1 1 2 3 1 1 3 -27.8163348232426 7.73748482998738 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 4 3 1 4 4 1 TRUE FALSE FALSE FALSE
"1422" 3 3 2 2 4 1 3 3 -24.8163348232426 6.15850474059283 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 3 3 2 2 4 4 4 FALSE FALSE TRUE FALSE
"1423" 1 2 1 1 4 2 2 3 -2.81633482324258 0.0793174183660884 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1 1 4 4 4 1 2 1 TRUE FALSE FALSE FALSE
"1424" 2 2 2 2 3 2 2 3 -22.8163348232426 5.20585134766312 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 3 2 3 3 3 2 TRUE FALSE FALSE FALSE
"1425" 2 2 2 1 2 1 2 4 23.1836651767574 5.37482331027994 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 3 2 2 3 4 1 3 TRUE FALSE FALSE FALSE
"1426" 4 1 2 3 3 4 4 1 3.18366517675742 0.101357239576978 1 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 2 3 4 4 4 4 4 FALSE FALSE TRUE FALSE
"1427" 4 4 4 1 4 2 4 2 11.1836651767574 1.25074366785816 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 4 1 1 4 3 1 TRUE FALSE FALSE FALSE
"1428" 4 4 3 1 4 3 4 3 19.1836651767574 3.68013009613935 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 2 4 3 3 2 4 3 FALSE TRUE FALSE FALSE
"1429" 2 3 2 2 3 3 2 2 0.183665176757415 0.000337328971533326 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 2 4 3 3 4 4 3 TRUE FALSE FALSE FALSE
"1430" 2 2 2 2 3 2 2 4 29.1836651767574 8.51686313149083 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 2 1 2 1 1 4 TRUE FALSE FALSE FALSE
"1431" 4 1 4 1 4 1 4 4 -23.8163348232426 5.67217804412797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 4 1 1 1 4 4 TRUE FALSE FALSE FALSE
"1432" 3 2 2 3 4 1 3 2 -10.8163348232426 1.16993099008490 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 2 4 3 1 3 4 3 FALSE FALSE TRUE FALSE
"1433" 4 3 4 1 4 3 3 2 -12.8163348232426 1.64258438301461 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 2 3 2 2 2 4 2 TRUE FALSE FALSE FALSE
"1434" 2 3 2 1 2 2 2 1 3.18366517675742 0.101357239576978 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 3 2 3 3 4 3 2 TRUE FALSE FALSE FALSE
"1435" 1 2 2 1 3 1 2 2 -3.81633482324258 0.14564411483094 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 2 4 3 4 1 1 2 TRUE FALSE FALSE FALSE
"1436" 1 2 1 1 4 2 1 3 4.18366517675742 0.175030543112127 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 2 3 1 4 4 2 2 TRUE FALSE FALSE FALSE
"1437" 1 2 1 1 1 1 1 2 6.18366517675742 0.382377150182423 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 2 3 1 3 3 2 1 TRUE FALSE FALSE FALSE
"1438" 3 4 2 1 4 2 4 2 24.1836651767574 5.84849661381509 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 2 4 1 1 1 1 1 FALSE TRUE FALSE FALSE
"1439" 4 4 4 2 4 1 2 3 -16.8163348232426 2.82789116887401 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 3 1 4 1 1 4 FALSE FALSE TRUE FALSE
"1440" 1 2 2 1 3 2 2 2 11.1836651767574 1.25074366785816 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 4 1 4 3 2 2 TRUE FALSE FALSE FALSE
"1441" 1 2 2 1 4 2 2 2 -4.81633482324258 0.231970811295792 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 4 2 4 4 4 1 TRUE FALSE FALSE FALSE
"1442" 1 1 1 1 4 1 3 3 6.18366517675742 0.382377150182423 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 3 1 3 3 1 1 TRUE FALSE FALSE FALSE
"1443" 3 4 4 1 4 4 3 2 -13.8163348232426 1.90891107947946 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 4 2 1 1 4 3 FALSE FALSE TRUE FALSE
"1444" 1 2 3 2 3 2 3 2 -2.81633482324258 0.0793174183660884 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 1 2 3 3 2 4 1 TRUE FALSE FALSE FALSE
"1445" 1 4 3 1 3 1 3 2 10.1836651767574 1.03707036432302 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 4 3 1 1 4 4 TRUE FALSE FALSE FALSE
"1446" 3 3 2 3 3 2 3 3 4.18366517675742 0.175030543112127 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 2 1 1 2 FALSE FALSE FALSE TRUE
"1447" 4 4 3 2 3 1 3 2 42.1836651767574 17.7946160774478 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 3 3 2 4 1 4 2 FALSE FALSE TRUE FALSE
"1448" 4 4 3 2 3 2 4 3 11.1836651767574 1.25074366785816 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 4 2 2 1 3 1 FALSE TRUE FALSE FALSE
"1449" 2 1 1 1 2 2 2 1 21.1836651767574 4.48747670320965 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 2 2 3 1 1 1 TRUE FALSE FALSE FALSE
"1450" 2 3 2 1 4 1 2 2 23.1836651767574 5.37482331027994 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 2 4 1 2 3 3 1 TRUE FALSE FALSE FALSE
"1451" 3 3 3 2 3 3 2 3 39.1836651767574 15.3535961668423 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 3 3 4 3 3 1 FALSE TRUE FALSE FALSE
"1452" 1 3 2 2 3 3 1 1 11.1836651767574 1.25074366785816 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 2 2 3 3 1 1 TRUE FALSE FALSE FALSE
"1453" 1 1 1 1 1 1 1 4 13.1836651767574 1.73809027492846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 4 1 4 4 4 4 FALSE FALSE TRUE FALSE
"1454" 4 3 3 3 4 3 3 3 7.18366517675742 0.516050453717572 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 4 3 3 2 3 2 TRUE FALSE FALSE FALSE
"1455" 4 3 2 1 4 2 4 4 -6.81633482324258 0.464624204225495 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 4 1 1 4 1 3 TRUE FALSE FALSE FALSE
"1456" 2 2 3 2 3 3 2 3 -6.81633482324258 0.464624204225495 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 3 4 3 4 4 4 3 FALSE TRUE FALSE FALSE
"1457" 3 2 3 2 4 2 3 2 -5.81633482324258 0.338297507760643 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 3 4 3 2 1 4 4 FALSE TRUE FALSE FALSE
"1458" 4 4 1 1 4 1 1 4 -10.8163348232426 1.16993099008490 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 4 1 1 4 1 4 TRUE FALSE FALSE FALSE
"1459" 3 3 3 3 3 2 2 3 34.1836651767574 11.6852296491666 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 2 3 1 2 4 FALSE FALSE TRUE FALSE
"1460" 2 3 2 2 3 2 3 2 33.1836651767574 11.0115563456314 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 3 3 2 3 3 2 FALSE TRUE FALSE FALSE
"1461" 2 2 2 1 3 1 1 2 14.1836651767574 2.01176357846361 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 2 4 1 4 4 4 2 FALSE TRUE FALSE FALSE
"1462" 4 4 2 3 4 3 2 2 5.18366517675742 0.268703846647275 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 3 4 1 4 3 4 4 TRUE FALSE FALSE FALSE
"1463" 3 3 3 2 3 2 3 2 30.1836651767574 9.11053643502598 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 2 2 2 1 1 1 4 FALSE FALSE TRUE FALSE
"1464" 4 3 4 4 4 3 4 3 24.1836651767574 5.84849661381509 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 2 4 2 4 2 3 4 FALSE TRUE FALSE FALSE
"1465" 2 2 2 1 3 2 1 2 19.1836651767574 3.68013009613935 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 4 1 1 2 TRUE FALSE FALSE FALSE
"1466" 2 2 2 2 3 3 3 2 -4.81633482324258 0.231970811295792 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 2 3 3 2 4 4 2 FALSE TRUE FALSE FALSE
"1467" 3 3 2 2 3 3 2 2 4.18366517675742 0.175030543112127 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 2 4 2 3 1 4 2 FALSE FALSE TRUE FALSE
"1468" 3 2 2 2 4 2 2 2 -0.816334823242585 0.00666402543638502 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 2 4 3 4 3 4 2 FALSE FALSE TRUE FALSE
"1469" 3 3 3 1 3 2 2 3 -15.8163348232426 2.50156447240916 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 3 3 2 1 3 3 3 FALSE FALSE TRUE FALSE
"1470" 3 3 1 1 2 1 1 1 1.18366517675742 0.0140106325066816 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 2 2 1 3 4 2 4 TRUE FALSE FALSE FALSE
"1471" 4 4 4 1 3 3 2 3 6.18366517675742 0.382377150182423 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 4 3 4 4 4 1 TRUE FALSE FALSE FALSE
"1472" 4 4 4 2 4 4 4 3 14.1836651767574 2.01176357846361 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 2 4 4 4 4 4 3 FALSE FALSE FALSE TRUE
"1473" 2 3 1 1 4 2 2 3 46.1836651767574 21.3293092915884 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 2 4 2 3 3 4 1 TRUE FALSE FALSE FALSE
"1474" 3 3 3 2 3 2 2 3 -1.81633482324258 0.0329907219012367 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 2 3 2 1 3 4 2 TRUE FALSE FALSE FALSE
"1475" 4 3 3 1 3 1 4 1 7.18366517675742 0.516050453717572 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 4 3 4 3 4 1 FALSE FALSE TRUE FALSE
"1476" 3 3 3 2 3 3 3 3 19.1836651767574 3.68013009613935 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 3 3 3 3 3 3 FALSE TRUE FALSE FALSE
"1477" 3 4 3 2 4 2 4 3 -24.8163348232426 6.15850474059283 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 2 4 1 4 3 4 3 FALSE FALSE FALSE TRUE
"1478" 4 4 4 3 1 2 3 4 1.18366517675742 0.0140106325066816 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 2 3 1 2 3 2 2 FALSE FALSE TRUE FALSE
"1479" 3 1 2 3 4 2 4 4 -27.8163348232426 7.73748482998738 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 2 4 2 1 3 3 2 FALSE FALSE TRUE FALSE
"1480" 3 3 3 1 3 3 3 3 6.18366517675742 0.382377150182423 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 2 3 2 3 1 4 1 TRUE FALSE FALSE FALSE
"1481" 1 3 2 1 1 4 1 2 25.1836651767574 6.34216991735024 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 2 4 4 4 4 4 3 TRUE FALSE FALSE FALSE
"1482" 4 3 2 2 4 2 3 2 -3.81633482324258 0.14564411483094 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 2 4 2 4 4 1 2 FALSE TRUE FALSE FALSE
"1483" 3 3 3 2 3 2 2 3 -0.816334823242585 0.00666402543638502 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 3 3 3 3 3 4 2 FALSE TRUE FALSE FALSE
"1484" 3 4 2 1 4 2 4 3 -21.8163348232426 4.75952465119827 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 3 4 1 1 2 1 4 FALSE FALSE TRUE FALSE
"1485" 2 3 2 1 4 2 3 3 8.18366517675742 0.66972375725272 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 1 4 4 1 1 1 2 1 TRUE FALSE FALSE FALSE
"1486" 2 3 3 1 4 2 2 3 -8.81633482324258 0.777277597155199 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 4 2 4 2 4 1 TRUE FALSE FALSE FALSE
"1487" 4 2 2 2 2 2 2 2 -25.8163348232426 6.66483143705768 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 3 3 3 4 4 2 TRUE FALSE FALSE FALSE
"1488" 2 2 2 1 3 1 4 4 5.18366517675742 0.268703846647275 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 1 4 2 4 4 4 1 TRUE FALSE FALSE FALSE
"1489" 3 4 3 2 4 3 3 3 1.18366517675742 0.0140106325066816 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 2 4 3 4 4 4 4 FALSE TRUE FALSE FALSE
"1490" 4 2 1 1 4 1 1 1 3.18366517675742 0.101357239576978 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 4 4 3 4 4 4 4 TRUE FALSE FALSE FALSE
"1491" 4 4 4 3 4 2 4 1 27.1836651767574 7.38951652442054 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 4 1 3 1 3 2 FALSE TRUE FALSE FALSE
"1492" 3 2 2 2 4 1 4 1 -9.81633482324258 0.96360429362005 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 1 4 4 1 1 1 1 1 FALSE FALSE TRUE FALSE
"1493" 2 1 1 3 4 1 2 4 -24.8163348232426 6.15850474059283 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 1 3 4 1 4 4 4 1 TRUE FALSE FALSE FALSE
"1494" 4 4 4 4 4 1 4 1 24.1836651767574 5.84849661381509 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 4 1 4 4 4 3 FALSE TRUE FALSE FALSE
"1495" 3 2 2 3 4 1 3 2 -23.8163348232426 5.67217804412797 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 1 3 2 4 2 1 3 FALSE FALSE TRUE FALSE
"1496" 1 1 1 1 3 1 1 1 -3.81633482324258 0.14564411483094 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 3 1 4 2 1 1 TRUE FALSE FALSE FALSE
"1497" 2 3 2 1 4 3 3 2 -11.8163348232426 1.39625768654975 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 3 1 4 3 3 2 TRUE FALSE FALSE FALSE
"1498" 3 3 4 3 4 3 3 3 -11.8163348232426 1.39625768654975 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 2 4 4 4 4 4 3 FALSE TRUE FALSE FALSE
"1499" 3 2 3 2 4 1 3 1 -3.81633482324258 0.14564411483094 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 4 4 3 3 3 4 2 FALSE FALSE TRUE FALSE
"1500" 3 2 2 1 3 1 4 2 -15.8163348232426 2.50156447240916 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1 1 2 3 2 1 2 4 2 FALSE TRUE FALSE FALSE
"1501" 2 3 2 2 4 2 3 3 2.18366517675742 0.047683936041830 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 2 3 2 4 2 3 3 FALSE FALSE TRUE FALSE
"1502" 4 4 3 2 4 3 2 3 -12.8163348232426 1.64258438301461 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 1 3 3 2 4 4 3 FALSE TRUE FALSE FALSE
"1503" 2 3 2 2 3 2 2 3 -14.8163348232426 2.19523777594431 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 2 4 3 3 3 3 2 TRUE FALSE FALSE FALSE
"1504" 4 3 2 3 4 3 3 2 -1.81633482324258 0.0329907219012367 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 2 3 2 1 1 4 1 TRUE FALSE FALSE FALSE
"1505" 3 3 3 2 4 2 3 2 -4.81633482324258 0.231970811295792 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 3 3 3 3 4 2 FALSE FALSE FALSE TRUE
"1506" 4 4 2 1 4 1 4 1 29.1836651767574 8.51686313149083 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 3 1 1 1 3 2 FALSE TRUE FALSE FALSE
"1507" 4 3 3 3 3 2 4 2 14.1836651767574 2.01176357846361 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 2 4 3 4 2 4 4 TRUE FALSE FALSE FALSE
"1508" 1 3 3 3 3 1 4 2 -8.81633482324258 0.777277597155199 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 1 4 4 3 4 4 4 1 FALSE FALSE TRUE FALSE
"1509" 4 2 3 1 1 1 2 3 24.1836651767574 5.84849661381509 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 3 1 2 3 3 2 TRUE FALSE FALSE FALSE
"1510" 2 2 1 2 4 2 3 2 -0.816334823242585 0.00666402543638502 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 1 2 3 3 2 1 4 2 TRUE FALSE FALSE FALSE
"1511" 3 2 2 1 4 4 1 3 -4.81633482324258 0.231970811295792 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 3 3 4 3 4 2 FALSE FALSE TRUE FALSE
"1512" 3 2 3 2 4 2 2 3 -18.8163348232426 3.54054456180372 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 2 3 1 3 1 3 2 TRUE FALSE FALSE FALSE
"1513" 3 2 2 2 3 2 4 2 14.1836651767574 2.01176357846361 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 3 3 1 3 3 2 TRUE FALSE FALSE FALSE
"1514" 2 2 2 1 4 1 3 2 34.1836651767574 11.6852296491666 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 1 3 1 4 1 3 1 FALSE FALSE TRUE FALSE
"1515" 2 2 2 1 4 2 2 2 -2.81633482324258 0.0793174183660884 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 1 2 3 3 2 2 1 TRUE FALSE FALSE FALSE
"1516" 3 2 2 1 4 3 2 4 -15.8163348232426 2.50156447240916 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 3 4 1 4 3 3 3 TRUE FALSE FALSE FALSE
"1517" 1 2 1 1 4 2 4 1 2.18366517675742 0.047683936041830 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 3 3 2 4 3 1 3 FALSE TRUE FALSE FALSE
"1518" 2 1 1 2 4 1 2 2 -12.8163348232426 1.64258438301461 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 2 4 1 1 1 4 4 FALSE FALSE TRUE FALSE
"1519" 2 2 2 2 3 3 2 2 13.1836651767574 1.73809027492846 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 3 2 3 2 1 2 FALSE FALSE TRUE FALSE
"1520" 3 3 3 2 3 2 3 3 -10.8163348232426 1.16993099008490 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 1 2 4 2 3 3 4 2 TRUE FALSE FALSE FALSE
"1521" 3 3 3 2 4 3 2 3 -5.81633482324258 0.338297507760643 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 1 2 3 2 3 2 4 3 TRUE FALSE FALSE FALSE
"1522" 2 2 2 2 3 2 2 2 10.1836651767574 1.03707036432302 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 3 3 3 3 3 3 2 FALSE FALSE TRUE FALSE
"1523" 3 3 2 3 3 3 4 1 29.1836651767574 8.51686313149083 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 1 3 4 3 1 3 4 FALSE FALSE TRUE FALSE
"1524" 3 1 1 1 4 2 3 2 -10.8163348232426 1.16993099008490 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 2 4 2 1 4 4 4 FALSE TRUE FALSE FALSE
"1525" 1 4 4 1 4 3 4 1 -16.8163348232426 2.82789116887401 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 3 1 1 1 1 2 FALSE FALSE TRUE FALSE
"1526" 3 2 2 2 4 2 2 2 10.1836651767574 1.03707036432302 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 2 4 2 2 2 2 2 TRUE FALSE FALSE FALSE
"1527" 4 2 2 2 3 2 3 2 -16.8163348232426 2.82789116887401 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 4 1 3 3 3 3 FALSE TRUE FALSE FALSE
"1528" 3 3 3 2 4 2 3 2 9.18366517675742 0.843397060787868 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 2 4 1 4 4 4 2 FALSE TRUE FALSE FALSE
"1529" 4 1 4 4 3 4 4 4 -27.8163348232426 7.73748482998738 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 4 2 2 3 FALSE TRUE FALSE FALSE
"1530" 2 2 2 2 3 2 3 1 33.1836651767574 11.0115563456314 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 2 2 1 2 3 3 TRUE FALSE FALSE FALSE
"1531" 3 3 2 1 3 1 2 2 7.18366517675742 0.516050453717572 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 2 4 2 1 2 4 1 FALSE FALSE TRUE FALSE
"1532" 3 3 2 2 3 3 3 2 2.18366517675742 0.047683936041830 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 3 2 4 4 4 2 TRUE FALSE FALSE FALSE
"1533" 3 3 3 4 3 1 2 4 -15.8163348232426 2.50156447240916 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 1 3 1 2 1 3 2 FALSE TRUE FALSE FALSE
"1534" 3 3 3 2 3 2 3 3 6.18366517675742 0.382377150182423 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 1 3 3 2 2 2 3 2 TRUE FALSE FALSE FALSE
"1535" 2 4 2 1 3 1 4 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 2 3 3 4 4 1 3 FALSE FALSE TRUE FALSE
"1536" 3 3 2 1 2 1 4 1 9.18366517675742 0.843397060787868 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 2 4 1 4 4 3 1 TRUE FALSE FALSE FALSE
"1537" 2 3 2 2 4 1 1 2 -15.8163348232426 2.50156447240916 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 1 1 1 1 2 3 2 TRUE FALSE FALSE FALSE
"1538" 4 3 3 3 4 3 2 3 -27.8163348232426 7.73748482998738 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 3 3 1 3 4 2 FALSE FALSE TRUE FALSE
"1539" 4 4 4 2 3 3 4 2 -1.81633482324258 0.0329907219012367 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 1 4 4 4 4 4 1 FALSE TRUE FALSE FALSE
"1540" 3 3 3 2 4 3 3 3 -10.8163348232426 1.16993099008490 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 2 3 3 3 3 4 3 FALSE TRUE FALSE FALSE
"1541" 4 4 4 2 4 2 4 1 5.18366517675742 0.268703846647275 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 2 2 3 1 1 3 1 FALSE FALSE TRUE FALSE
"1542" 3 2 2 2 3 1 3 2 -5.81633482324258 0.338297507760643 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 2 2 2 2 1 3 3 FALSE FALSE TRUE FALSE
"1543" 3 2 2 1 3 2 2 3 -7.81633482324258 0.610950900690347 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 3 2 2 4 4 4 3 TRUE FALSE FALSE FALSE
"1544" 4 4 4 1 4 2 3 3 5.18366517675742 0.268703846647275 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 4 3 2 2 4 3 TRUE FALSE FALSE FALSE
"1545" 3 3 1 1 4 1 2 2 -1.81633482324258 0.0329907219012367 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 1 4 2 1 1 3 2 TRUE FALSE FALSE FALSE
"1546" 2 3 2 3 4 2 4 2 -0.816334823242585 0.00666402543638502 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 2 3 1 3 1 3 2 FALSE TRUE FALSE FALSE
"1547" 2 2 2 2 3 2 3 3 -12.8163348232426 1.64258438301461 0 0 0 1 0 0 1 0 0 1 0 0 0 1 1 1 2 2 2 3 3 3 1 FALSE FALSE TRUE FALSE
"1548" 3 2 2 2 3 2 2 2 -9.81633482324258 0.96360429362005 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1 1 2 4 2 1 1 4 2 FALSE FALSE TRUE FALSE
"1549" 3 3 2 1 3 2 4 2 -23.8163348232426 5.67217804412797 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 4 1 4 3 4 2 4 TRUE FALSE FALSE FALSE
"1550" 2 3 2 2 3 2 2 2 9.18366517675742 0.843397060787868 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 3 2 3 4 3 1 TRUE FALSE FALSE FALSE
"1551" 2 4 2 2 4 3 2 2 32.1836651767574 10.3578830420963 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 2 4 3 3 1 3 3 TRUE FALSE FALSE FALSE
"1552" 4 3 2 1 4 1 4 4 -1.81633482324258 0.0329907219012367 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 3 4 3 3 1 4 2 TRUE FALSE FALSE FALSE
"1553" 2 3 3 2 3 3 2 2 -2.81633482324258 0.0793174183660884 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 4 3 4 4 4 2 TRUE FALSE FALSE FALSE
"1554" 2 2 2 2 2 1 2 2 8.18366517675742 0.66972375725272 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 2 3 1 4 4 3 2 FALSE FALSE TRUE FALSE
"1555" 3 4 4 4 4 2 2 4 29.1836651767574 8.51686313149083 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 1 3 3 3 2 3 2 FALSE TRUE FALSE FALSE
